Country,Year,GreenhouseGas
Austria,2000,66.139
Austria,2001,70.139
Austria,2002,71.943
Austria,2003,77.451
Austria,2004,77.668
Austria,2005,79.068
Austria,2006,76.796
Austria,2007,74.097
Austria,2008,73.472
Austria,2009,67.291
Austria,2010,72
Austria,2011,69.889
Austria,2012,67.263
Austria,2013,67.759
Austria,2014,64.161
Austria,2015,66.352
Austria,2016,67.215
Austria,2017,69.599
Austria,2018,66.565
Austria,2019,67.962
Austria,2020,60.635
Brazil,1959,39.017
Brazil,1960,46.852
Brazil,1961,49.145
Brazil,1962,53.631
Brazil,1963,55.551
Brazil,1964,56.667
Brazil,1965,56.33
Brazil,1966,64.227
Brazil,1967,66.113
Brazil,1968,77.329
Brazil,1969,84.215
Brazil,1970,93.648
Brazil,1971,102.48
Brazil,1972,114.149
Brazil,1973,132.169
Brazil,1974,143.084
Brazil,1975,150.685
Brazil,1976,154.574
Brazil,1977,162.258
Brazil,1978,176.107
Brazil,1979,187.334
Brazil,1980,185.937
Brazil,1981,170.622
Brazil,1982,170.924
Brazil,1983,165.523
Brazil,1984,167.683
Brazil,1985,180.004
Brazil,1986,197.293
Brazil,1987,205.839
Brazil,1988,207.596
Brazil,1989,212.131
Brazil,1990,218.658
Brazil,1991,229.394
Brazil,1992,233.601
Brazil,1993,244.306
Brazil,1994,254.002
Brazil,1995,268.678
Brazil,1996,289.311
Brazil,1997,306.949
Brazil,1998,317.359
Brazil,1999,327.256
Brazil,2000,340.183
Brazil,2001,346.166
Brazil,2002,347.765
Brazil,2003,344.645
Brazil,2004,361.434
Brazil,2005,364.371
Brazil,2006,368.871
Brazil,2007,390.573
Brazil,2008,412.638
Brazil,2009,389.775
Brazil,2010,440.269
Brazil,2011,462.58
Brazil,2012,498.309
Brazil,2013,532.418
Brazil,2014,557.901
Brazil,2015,529.353
Brazil,2016,492.748
Brazil,2017,500.758
Brazil,2018,483.685
Brazil,2019,485.793
Brazil,2020,467.384
Denmark,1959,26.034
Denmark,1960,29.75
Denmark,1961,31.702
Denmark,1962,36.89
Denmark,1963,40.668
Denmark,1964,43.147
Denmark,1965,44.293
Denmark,1966,50.078
Denmark,1967,49.026
Denmark,1968,53.273
Denmark,1969,59.343
Denmark,1970,62.039
Denmark,1971,57.01
Denmark,1972,59.594
Denmark,1973,59.222
Denmark,1974,55.042
Denmark,1975,55.745
Denmark,1976,60.103
Denmark,1977,61.818
Denmark,1978,61.096
Denmark,1979,62.978
Denmark,1980,60.348
Denmark,1981,51.773
Denmark,1982,53.684
Denmark,1983,50.168
Denmark,1984,50.856
Denmark,1985,60.065
Denmark,1986,58.907
Denmark,1987,58.346
Denmark,1988,55.112
Denmark,1989,48.809
Denmark,1990,53.573
Denmark,1991,64.189
Denmark,1992,58.38
Denmark,1993,60.626
Denmark,1994,64.689
Denmark,1995,61.602
Denmark,1996,74.852
Denmark,1997,65.451
Denmark,1998,61.219
Denmark,1999,58.635
Denmark,2000,54.292
Denmark,2001,55.879
Denmark,2002,55.538
Denmark,2003,60.626
Denmark,2004,55.076
Denmark,2005,51.506
Denmark,2006,59.429
Denmark,2007,54.656
Denmark,2008,51.22
Denmark,2009,48.816
Denmark,2010,49.171
Denmark,2011,44.215
Denmark,2012,39.84
Denmark,2013,41.746
Denmark,2014,37.543
Denmark,2015,35.204
Denmark,2016,37.011
Denmark,2017,34.743
Denmark,2018,34.672
Denmark,2019,30.897
Denmark,2020,26.195
France,1959,262.289
France,1960,295.396
France,1961,314.659
France,1962,331.822
France,1963,337.791
France,1964,367.996
France,1965,362.962
France,1966,379.107
France,1967,403.416
France,1968,416.951
France,1969,442.189
France,1970,459.523
France,1971,492.108
France,1972,512.476
France,1973,537.407
France,1974,519.205
France,1975,480.182
France,1976,521.988
France,1977,505.137
France,1978,526.982
France,1979,530.74
France,1980,509.285
France,1981,457.517
France,1982,438.607
France,1983,421.557
France,1984,410.104
France,1985,403.207
France,1986,388.262
France,1987,385.362
France,1988,382.765
France,1989,396.782
France,1990,392.998
France,1991,417.134
France,1992,406.979
France,1993,387.667
France,1994,381.026
France,1995,385.975
France,1996,402.403
France,1997,395.245
France,1998,413.906
France,1999,411.544
France,2000,405.901
France,2001,410.533
France,2002,406.01
France,2003,411.946
France,2004,413.149
France,2005,415.518
France,2006,405.761
France,2007,395.428
France,2008,387.992
France,2009,368.631
France,2010,376.576
France,2011,353.735
France,2012,355.932
France,2013,357.537
France,2014,325.886
France,2015,329.91
France,2016,333.579
France,2017,336.996
France,2018,322.372
France,2019,315.931
France,2020,276.634
